sent1,sent2,score
"are you saying that if a government doesn't break up a monopoly (cable), it is enforcing the monopoly?","anyone thinking our government is not run by money, is a fool.",0.0
make or become harder,become hard or harder.,1.0
Four people standing outside of an outdoor ticket booth.,Four people wait outside in a line for ticket.,0.0
a certain idiosyncrasy belongs to an entity distinguishing it from other entities.,unique or specific to a person or thing or category;,0.0
Bulbs B and A are still contained on a closed path with the battery,If C burns out then A and B are still in a closed path with the battery,0.0
(Parliament adopted the legislative resolution),In particular Parliament adopted the legislative resolution),1.0
"Mr President, I would like to focus in my speech on Mrs Lalumière' s report, which I think is clearly worded and well put together.","Mr President, I shall concentrate in my speech on the report by Mrs Lalumière, report that I find well and clearly.",1.0
there is a gap between the battery terminal and the bulb terminal.,there is no gap between the terminals,0.0
He later learned that the incident was caused by the Concorde's sonic boom.,He later found out the alarming incident had been caused by Concorde's powerful sonic boom.,1.0
operating or traveling via a vehicle,travel or be transported in a vehicle.,1.0
"More than that, the divisions are reproduced at the local level.","Beyond the geographical division, divisions recur locally.",1.0
(cause to) become less clear or indistinct,to make less distinct or clear.,1.0
"incorrect, or not a correct way to wire",there is a short circuit,0.0
A man is playing a musical keyboard.,A man is playing a keyboard piano.,1.0
China stocks end higher on PMI at midday,Chinese stocks open higher Thursday,0.0
But they were necessary.,But they are necessary.,1.0
"The best the investigators can do is nitpick about the process and substance of isolated business decisions ... and question his competence as a manager.""","Ebbers' lawyer, Reid Weingarten, said despite the thorough investigation, ""the best the investigators can do is nitpick about the process and substance of isolated business decisions.""",1.0
bulb a and b are still contained in closed paths with the battery,"If C burns out, then A and B are still in a closed path with the battery.",0.0
a computer program that performs system support,(computer science) a program designed for general support of the processes of a computer.,1.0
Group of horses grazing in grassy field.,A group of horses grazing in a field.,1.0
A rat like creature is smelling around.,An animal is walking on the ground.,0.0
"To add to what jwenting said, you can clearly see Vader hit by the emperor strikes.",I am pretty sure it was the 1952 Omnibus of Science Fiction.,0.0
"He urged Congress to ""send me the final bill as soon as possible so that I can sign it into law.""","""I urge Congress to quickly resolve any differences and send me the final bill as soon as possible so that I can sign it into law,"" he said.",1.0
National Conference on Economy set for end of May 2014,National elections set for 7 May 2014,0.0
"It must genuinely be a centre for coordinating the network of national agencies which, in turn, must activate and coordinate a network of centres of excellence for food safety at the level of the individual regions.","It must be the true brain coordination of the network of national agencies, which, in turn, must activate and coordinate a network of centres of excellence food safety at regional level.",1.0
"Unfortunately, others separate on the basis of accumulated hatred.",Other separate unfortunately a accumulated resentment.,1.0
Two puppies are playing with each other.,Some men are playing soccer.,0.0
"The book's success is itself a sign of a kind of ""malaise.""",The success of the book is in itself a sign of 'malaise.,1.0
The black dog is a portent of death in many English folk tales.,"I believe Starship Troopers had FTL, but I am unclear as to how it works.",0.0
Who supposedly operated the homicidal gas chambers?,Refresh your memory: Who supposedly operated the homicidal gas chambers?,1.0
take something or someone away from somewhere,go away or leave.,0.0
White and brown dog with mouth open running on grass.,A white dog with patches of brown and black on his eye is running through green grass.,0.0
Indian troops kill Pakistani soldier along Kashmir line of control,Indian troops raid Pakistani military post,0.0
the battery contains bulb a and b on a closed path,Bulbs A and C are still contained in closed paths with the battery,0.0
A red double decker bus on a crowded street.,A double decker bus on a city street.,1.0
Apparently a Suicide,"Aaron Swartz, Internet Activist, Dies at 26",0.0
decide a specific time for an event,make a schedule; plan the time and place for events.,1.0
"US, UK in pact to release emergency oil stocks","US, UK Set to Agree Emergency Oil Stocks Release",1.0
Forex &amp; Gold 25 August 2012,Forex & Gold 19 July 2012,0.0
We discussed this in a linguistics course I took in college.,"I've never encountered anybody who thinks that ""couple"" doesn't even begin until 4!",0.0
because it was contained in same path as the battery,Bulb A was still contained in the same closed path with the battery.,0.0
I'm facing a similar situation; being Danish and living in (German-speaking) Austria.,An alternative would be to expose her solely or additionally to Hindi in daycare.,0.0
"In N.A.A.C.P., Industry Gets Ally Against Soda Ban  hmmmmmmmm . . . .","In Court, N.A.A.C.P. Adds Voice Against Bloomberg?s Soda Ban",1.0
i already showed you that there has been no decrease in outgoing lw radiation since 1970 according to the satellite record in spite of a marked increase in atmospheric co2.,i agree that there has to be a reasonable amount of secrecy in a case like this.,0.0
Brown cow with horns standing in a field.,Brown horse standing in middle of grassy field.,0.0
Man arrested over double murder,WA man arrested in police drug raid,0.0
Remarks by the President at the White House Science Fair,The Presidential Planner - The White House Science Fair,0.0
penetrate or cut with a sharp instrument,penetrate or cut through with a sharp instrument.,1.0
"she's on line here but hasn't answered as to whether or not she follows all of leviticus, and whether or not she want's our nation's laws to follow all of leviticus.","don't you follow, and want our laws to follow all of leviticus?",0.0
"A long time ago, LanguageTool used to be usable with just OpenOffice.",You may want to have a look at OpenNLP http://opennlp.apache.org/.,0.0
Tocqueville believed that there are no effective long-term constraints on this tendency.,"Tocqueville believed that in the long term, nothing can actually oppose this trend.",1.0
